Ticker,Ad,Kategori,TEFAS_Kind,Tur,Risk_Deger,Son_Fiyat,RSI,Ret1M,Ret3M,Ret6M,Ret1Y,Ret3Y,Ret5Y,Vol,YF_Symbol,_tcmb_guncellendi
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,1.663873,58.7,3.5339,6.6192,24.2272,46.4319,0.0,0.0,33.0,,
CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,4.0,1.964564,65.3,7.6812,17.616,35.7826,69.3816,0.0,0.0,18.0,,
CKL,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,5.0,1.380843,51.9,1.1979,7.63,29.5433,0.0,0.0,0.0,25.0,,
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,58.113643,54.4,0.8045,3.8682,9.397,25.3419,194.9832,0.0,18.0,,
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,3.853139,80.6,11.8679,30.3659,80.4451,154.4344,0.0,0.0,33.0,,
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,5.0,3.628347,77.3,15.9105,31.137,62.2282,117.9947,0.0,0.0,25.0,,
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,2.0,4.770315,57.7,1.7121,7.2429,19.9757,42.9121,3.8642,0.0,7.0,,
CVL,A1 CAPİTAL PORTFÖY ÇOKLU VARLIK KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,4.0,1.277663,53.8,5.188,10.3988,26.7442,0.0,0.0,0.0,18.0,,
DA1,A1 CAPİTAL PORTFÖY SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,5.0,47.243223,51.0,1.0801,3.2825,8.4395,0.0,0.0,0.0,25.0,,
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,3.495631,52.5,-5.2658,-4.887,24.3814,39.0976,2.5169,11.6738,33.0,,
DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,5.0,52.676593,54.6,1.9684,5.0165,9.5992,21.9848,158.7503,0.0,25.0,,
DBA,DENİZ PORTFÖY ALTIN FONU,TEFAS,YAT,Kıymetli Madenler Şemsiye Fonu,6.0,0.677146,55.5,-0.9644,-9.1395,16.2353,57.2574,3.8836,11.1594,33.0,,
DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,3.0,0.104585,55.3,0.1559,2.4363,12.9825,35.7997,134.8071,2.8181,12.0,,
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,6.0,0.36261,54.3,0.6362,2.4794,8.6698,26.6699,2.4158,7.1363,33.0,,
DBK,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,1.0,0.112549,59.1,2.9352,9.3104,20.0678,47.2416,2.25,3.6308,3.0,,
DBP,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,5.0,0.474512,59.0,3.2864,8.9293,21.7957,45.6372,3.2636,9.1992,25.0,,
DBZ,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,2.0,0.130627,59.3,3.0115,9.6771,20.5282,47.7709,2.324,3.7649,7.0,,
DCB,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,4.421314,59.6,3.2114,9.9079,20.618,49.2328,2.5886,0.0,7.0,,
DDA,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FO,TEFAS,YAT,Serbest Şemsiye Fonu,7.0,12.608546,45.0,-10.2041,-20.1319,4.8651,18.3658,2.2189,9.9257,42.0,,
DDF,DENİZ PORTFÖY DİNAMO HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Serbest Şemsiye Fonu,6.0,10.865766,57.6,-0.1022,15.9844,36.3468,33.1314,4.0227,6.4384,33.0,,
DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,2.610548,57.3,0.7437,7.046,19.4237,42.4426,0.0,0.0,18.0,,
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,3.057388,55.8,0.7922,3.6228,28.0694,36.1974,180.2228,0.0,33.0,,
DFD,DENİZ PORTFÖY EMTİA SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,2.490584,59.5,2.1052,9.8617,25.6449,51.2393,175.4021,0.0,33.0,,
DFI,ATLAS PORTFÖY SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,7.0,4.096967,58.8,6.565,26.7539,64.7965,9.2637,28.1978,0.0,42.0,,
DGF,A1 CAPİTAL PORTFÖY DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,5.0,1.277348,50.0,-1.0178,1.7459,19.4581,0.0,0.0,0.0,25.0,,
DGH,ATA PORTFÖY PARA PİYASASI SERBEST (TL) FON,TEFAS,YAT,Serbest Şemsiye Fonu,1.0,9.984111,59.9,3.2983,10.2601,21.4932,50.8873,2.5131,4.2739,3.0,,
DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,7.0,7.386533,64.7,8.8732,20.6387,43.9351,57.4703,2.8925,0.0,42.0,,
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,6.0,5.064265,56.6,0.7772,3.2064,22.2147,42.6191,2.5623,0.0,33.0,,
DHT,DENİZ PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,4.0,1.081317,50.2,1.5512,-1.5757,0.0,0.0,0.0,0.0,18.0,,
DID,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,1.370017,51.0,0.2422,4.7548,17.0409,0.0,0.0,0.0,33.0,,
DIP,DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,1.462088,53.1,3.2578,10.1686,21.1065,0.0,0.0,0.0,18.0,,
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,5.0,3.649702,60.9,4.1928,12.5442,35.5888,52.7818,0.0,0.0,25.0,,
DKL,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,48.366857,54.1,1.2541,3.9891,8.7448,21.6881,0.0,0.0,18.0,,
DKR,DENİZ PORTFÖY ONDÖRDÜNCÜ SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,0.777901,55.8,-0.7471,10.6209,18.3928,29.0926,0.0,0.0,18.0,,
DL2,DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,TEFAS,YAT,Para Piyasası Şemsiye Fonu,4.0,2.299389,59.4,2.9691,9.4682,20.3613,49.2207,0.0,0.0,18.0,,
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,7.125172,54.6,-1.5516,-0.2966,23.973,38.4727,2.3819,0.0,33.0,,
DLY,DENİZ PORTFÖY PARA PİYASASI (TL) FONU,TEFAS,YAT,Para Piyasası Şemsiye Fonu,1.0,5.642548,59.4,3.0314,9.5465,20.2402,48.6152,2.4494,3.9328,3.0,,
DMG,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,7.0,6.512748,70.0,2.9953,-11.0205,57.9792,158.6952,5.8692,0.0,42.0,,
DNF,A1 CAPİTAL PORTFÖY DİNAMİK FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,4.0,1.198501,51.2,1.7534,2.9163,0.0,0.0,0.0,0.0,18.0,,
DNH,DENİZ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN F,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,1.124423,50.1,-1.1938,2.2563,19.3317,0.0,0.0,0.0,18.0,,
DNK,TACİRLER PORTFÖY DENGE KATILIM SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,1.630357,64.8,2.795,31.5523,30.9548,56.8975,0.0,0.0,33.0,,
DNM,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,49.246797,53.4,0.893,0.6117,8.9403,22.1835,0.0,0.0,18.0,,
DNP,DENİZ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,1.331963,53.0,3.1109,9.7643,20.4598,0.0,0.0,0.0,7.0,,
DOH,TERA PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Serbest Şemsiye Fonu,6.0,2.105588,63.8,-1.8727,7.5828,33.8491,97.0525,0.0,0.0,33.0,,
DOL,AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,50.410486,54.6,1.9403,5.0339,9.6423,22.3534,0.0,0.0,18.0,,
DOV,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,57.731136,54.4,1.4923,3.5464,10.2053,23.7136,169.6293,0.0,33.0,,
DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,22.991322,53.7,-0.597,0.8042,9.0531,28.3624,2.7564,7.6427,33.0,,
DPI,DENİZ PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞU,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,8.339734,58.9,3.5743,9.2866,18.5067,44.1369,2.718,5.6509,7.0,,
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,TEFAS,YAT,Katılım Şemsiye Fonu,2.0,8.04541,58.4,2.8034,8.0349,18.4847,43.5886,2.0484,3.5116,7.0,,
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON,TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,16.61241,54.3,-4.1593,-1.5777,24.6954,44.9753,2.3191,8.3799,33.0,,
DRA,NEO PORTFÖY DORA SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,7.0,1.157214,48.6,-5.9429,-17.0186,5.981,29.5403,0.0,0.0,42.0,,
DRT,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,1.176714,56.7,8.9618,18.5964,0.0,0.0,0.0,0.0,33.0,,
DSD,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,67.89778,54.0,0.3629,1.0721,9.3975,27.1993,2.1701,5.0823,33.0,,
DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,3.0,13.804557,57.2,1.7831,4.4952,18.2161,42.8983,2.6552,6.3239,12.0,,
DTH,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞ,TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,1.369048,59.0,13.6887,21.9485,0.0,0.0,0.0,0.0,33.0,,
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN,TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,4.139253,62.6,8.1086,11.1756,29.9617,57.3952,3.123,0.0,33.0,,
DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,1.368731,50.1,-0.3394,1.2944,25.4837,0.0,0.0,0.0,33.0,,
DTZ,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,4.93684,68.9,11.7563,29.9789,29.8926,67.4963,2.8712,0.0,33.0,,
DUD,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,49.974388,50.2,0.5308,0.25,7.7074,0.0,0.0,0.0,18.0,,
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Serbest Şemsiye Fonu,6.0,1.152272,42.9,-9.9205,-10.5873,-18.7134,-12.5486,0.0,0.0,33.0,,
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,5.0,1.212809,51.3,-2.6018,-4.9297,5.4395,23.5222,0.0,0.0,25.0,,
DVS,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,1.456728,52.8,2.8948,9.3067,20.1757,0.0,0.0,0.0,18.0,,
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,9.323018,72.8,13.8478,32.5051,50.2642,87.3395,5.457,0.0,33.0,,
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,1.770784,57.1,1.3085,4.611,32.8734,42.7542,0.0,0.0,33.0,,
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,4.571949,67.3,9.5528,20.0821,36.6553,75.814,2.8695,0.0,33.0,,
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,0.961456,55.4,-2.2097,0.5748,26.5258,45.3624,2.2297,9.8183,33.0,,
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,81.662415,53.5,-0.4034,0.8549,8.3897,25.8507,2.6429,7.5561,33.0,,
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,4.0,0.25368,69.6,17.2522,26.0753,54.2985,64.4848,3.1576,7.9393,18.0,,
EBI,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,53.937486,50.6,0.9002,1.2568,9.1727,0.0,0.0,0.0,18.0,,
EBS,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,46.781657,51.2,1.3691,3.7949,9.1644,0.0,0.0,0.0,18.0,,
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,4.0,84.159314,51.4,-3.2032,-3.4941,5.3595,23.5187,2.7131,12.3907,18.0,,
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,1.752133,59.2,0.9633,12.0983,38.2779,48.8018,2.9451,9.4467,33.0,,
EDP,NEO PORTFÖY KORUNCUK EĞİTİME DESTEK PARA PİYASASI SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,1.079669,51.1,3.1733,0.0,0.0,0.0,0.0,0.0,7.0,,
EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,2.096637,59.4,3.1348,9.6592,20.0506,48.0226,0.0,0.0,7.0,,
EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,4.0,3.354445,57.1,1.4321,2.9655,20.8068,45.2861,0.0,0.0,18.0,,
EIB,ASTRA PORTFÖY DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,3.0,0.632935,61.3,7.3277,13.1686,23.0175,46.58,3.1896,6.7816,12.0,,
EID,ASTRA PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,1.851774,54.2,0.0972,-3.2852,21.2151,36.1684,3.0201,14.2402,33.0,,
EIL,ASTRA PORTFÖY PARA PİYASASI (TL) FONU,TEFAS,YAT,Para Piyasası Şemsiye Fonu,2.0,4.885546,60.0,3.2846,9.9626,21.3683,51.923,2.4627,4.0152,7.0,,
EKF,ASTRA PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,TEFAS,YAT,Katılım Şemsiye Fonu,3.0,0.131745,60.0,3.469,10.4577,21.8094,50.3607,2.9295,5.3134,12.0,,
ELZ,ASTRA PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,4.0,13.60642,59.3,1.8113,8.799,31.9636,51.8646,2.9535,10.908,18.0,,
EML,AK PORTFÖY EMLAK SEKTÖRÜ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,3.0,1.193044,52.0,1.2572,7.8065,0.0,0.0,0.0,0.0,12.0,,
ENJ,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TEFAS,YAT,Hisse Senedi Şemsiye Fonu,6.0,1.350795,61.0,2.831,14.5835,23.5589,53.2796,0.0,0.0,33.0,,
EPA,EMAA BLUE PORTFÖY PARA PİYASASI KATILIM (TL) FONU,TEFAS,YAT,Katılım Şemsiye Fonu,1.0,1.278345,53.0,3.1099,9.6768,20.0003,0.0,0.0,0.0,3.0,,
EPI,EMAA BLUE PORTFÖY İNŞAAT SEKTÖRÜ KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,5.0,1.138894,50.3,-0.6038,2.4382,15.4412,0.0,0.0,0.0,25.0,,
EPK,EMAA BLUE PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,6.0,1.268821,47.7,0.1543,-11.6722,37.8043,0.0,0.0,0.0,33.0,,
EPP,EMAA BLUE PORTFÖY PARA PİYASASI SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,1.370676,53.1,3.2738,10.0147,21.063,0.0,0.0,0.0,7.0,,
EPT,EMAA BLUE PORTFÖY PARA PİYASASI (TL) FONU,TEFAS,YAT,Para Piyasası Şemsiye Fonu,1.0,1.238856,53.0,3.1364,9.8363,20.4787,0.0,0.0,0.0,3.0,,
ESG,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,4.026034,51.5,-4.3183,-3.2076,10.9914,26.96,132.4884,2.5646,33.0,,
ESP,AURA PORTFÖY EMTİA SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,7.0,0.442919,48.4,7.2548,8.73,-42.0384,-43.5121,0.0,0.0,42.0,,
EUN,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,60.553819,54.2,0.9611,1.8594,9.3862,26.1227,0.0,0.0,18.0,,
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,59.859043,54.3,1.4546,3.4548,9.9568,23.5156,189.4187,4.7795,18.0,,
EVM,DENİZ PORTFÖY ENERJİ VE MADENCİLİK SEKTÖRÜ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,1.056685,51.0,1.0601,3.4098,0.0,0.0,0.0,0.0,33.0,,
EYT,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,3.0,2.845431,60.8,3.4583,6.7742,29.3372,62.3067,0.0,0.0,12.0,,
FAK,FONMAP PORTFÖY ALTIN KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,6.0,1.235468,47.6,-1.3667,-9.6427,10.4252,0.0,0.0,0.0,33.0,,
FAL,ONE PORTFÖY ALTIN FONU,TEFAS,YAT,Kıymetli Madenler Şemsiye Fonu,6.0,1.143848,47.1,-1.7731,-11.6165,21.463,0.0,0.0,0.0,33.0,,
FBC,ONE PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,4.0,2.355904,60.4,1.6778,13.3977,25.9434,53.6942,0.0,0.0,18.0,,
FBI,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,50.693285,54.5,1.9881,5.0472,9.4455,21.4066,0.0,0.0,18.0,,
FBV,İŞ PORTFÖY MODEL SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,7.12322,60.0,3.3114,4.9146,25.6094,59.6772,3.3297,6.3062,33.0,,
FBZ,FİBA PORTFÖY TEKNOLOJİ SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,4.435991,67.4,11.8412,23.9228,33.3321,65.2748,2.1654,3.2813,33.0,,
FCK,ONE PORTFÖY ÇOKLU VARLIK KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,5.0,1.977979,60.2,0.5924,13.5721,31.7753,54.5635,0.0,0.0,25.0,,
FD1,ONE PORTFÖY BİRİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,4.0,1.822592,56.6,0.7436,2.7479,16.6629,43.508,0.0,0.0,18.0,,
FDG,FONMAP PORTFÖY BİRİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,4.0,2.737792,60.9,3.6816,8.6245,35.5641,59.9509,0.0,0.0,18.0,,
FDV,AZİMUT PORTFÖY DMR SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,5.0,5.566353,63.4,5.3078,13.852,33.0208,66.5341,4.5302,0.0,25.0,,
FFH,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU,TEFAS,YAT,Katılım Şemsiye Fonu,3.0,8.073272,60.2,2.8471,8.7402,26.7058,55.9009,2.7676,6.688,12.0,,
FFP,QNB PORTFÖY FON SEPETİ FONU,TEFAS,YAT,Fon Sepeti Şemsiye Fonu,4.0,7.240005,56.3,0.0766,0.6138,18.9525,45.8233,2.6578,5.5227,18.0,,
FI3,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,4.0,739.900908,54.8,-0.3537,1.2808,12.0115,35.0368,150.1409,3.0951,18.0,,
FIB,FİBA PORTFÖY ALTIN FONU,TEFAS,YAT,Kıymetli Madenler Şemsiye Fonu,6.0,0.458639,54.9,-1.3769,-9.6786,14.4274,54.6294,3.9791,11.0434,33.0,,
FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,6.0,0.972933,52.9,-3.0668,-0.6195,14.2194,30.2393,199.3112,6.6475,33.0,,
FIL,FİBA PORTFÖY PARA PİYASASI (TL) FONU,TEFAS,YAT,Para Piyasası Şemsiye Fonu,2.0,0.345048,59.5,3.0281,9.5511,20.371,49.1404,2.4922,4.124,7.0,,
FIT,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,TEFAS,YAT,Borçlanma Araçları Şemsiye Fonu,4.0,0.21487,50.9,-3.0622,-5.9007,5.6925,23.4132,95.3214,169.5041,18.0,,
FJB,FİBA PORTFÖY BLOK ZİNCİRİ TEKNOLOJİLERİ SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,6.93112,68.1,10.4231,25.8106,29.679,71.0056,4.067,0.0,33.0,,
FJZ,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,62.822145,54.2,0.2248,2.6819,9.6391,26.6656,2.2259,0.0,18.0,,
FKE,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,56.611885,54.3,1.472,3.4393,9.8537,23.1215,164.4415,0.0,18.0,,
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,TEFAS,YAT,Serbest Şemsiye Fonu,4.0,58.678286,55.7,1.866,3.3291,11.5042,32.8503,0.0,0.0,18.0,,
FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,TEFAS,YAT,Değişken Şemsiye Fonu,5.0,1.630702,54.7,1.9945,-0.8463,19.9774,31.6088,0.0,0.0,25.0,,
FMG,QNB PORTFÖY GÜMÜŞ SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,6.0,3.295505,71.3,5.0394,-11.8771,62.1084,164.8017,0.0,0.0,33.0,,
FMV,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON,TEFAS,YAT,Serbest Şemsiye Fonu,2.0,1.320802,52.9,3.0932,9.587,19.8861,0.0,0.0,0.0,7.0,,
